"id","country_region","rest_name","is_claimed","rating","last_review","address","latitude","longitude","popularity_top","popularity_detailed","n_reviews","travellers_choice","michelin","price_range","cuisines","meal_types","special_diets","features","working_hours","telephone","food_rating","service_rating","value_rating","atmosphere_rating","traveller_rating_5","traveller_rating_4","traveller_rating_3","traveller_rating_2","traveller_rating_1","all_languages","status","id_destination","price_category","top_tags","type","English","non-English","local","website","is_available","homesite_user_name","fb_last_update","facebook_text","subscribers","description","fb_last_update_year","website_type","website_status","is_available1","is_available2","fb_rating","fb_reviews","fb_followers"
"g294452-d2252350","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Mamma Mia']","Mamma Mia","Claimed",3.5,"August 8, 2023","Ul. Tsar Shishman 39, Sofia 1000 Bulgaria",42.689495,23.32797,"#399 of 1,226 Restaurants in Sofia","#56 of 153 Pizza in Sofia",90,0,,"₪80 - ₪161","Italian, Pizza, Mediterranean","Lunch, Dinner, Late Night",,"Television, Reservations, Outdoor Seating, Seating, Street Parking, Serves Alcohol, Wine and Beer, Accepts Mastercard, Accepts Visa, Digital Payments, Cash Only, Free Wifi, Table Service, Takeout, Parking Available, Highchairs Available, Full Bar, Accepts Credit Cards","True","True",40,35,40,35,19,31,23,5,12,"Turkish (2), Spanish (1), Danish (1), French (5), German (4), English (58), Russian (4), Italian (14), Dutch (1)","in rating","g294452-d2252350","$$ - $$$","Italian, Pizza, Mediterranean","Restaurants",58,32,0,"http://mammamia.bg/","Mamma Mia - Начало",,"nan",,,,0,"non-facebook","online","True","False",,,0
"g294452-d2267618","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Pizza Bella']","Pizza Bella","Unclaimed",3,"May 25, 2016","117 Oborishte str. Oborishte, Sofia Bulgaria",42.69347,23.353125,"#1,093 of 1,226 Restaurants in Sofia","#247 of 275 Italian in Sofia",2,0,,,"Italian","Lunch, Dinner",,,"True","True",,,,,0,0,2,0,0,"German (1), English (1)","in rating","g294452-d2267618",,"Italian","Restaurants",1,1,0,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g294452-d2271474","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'O! Shipka']","O! Shipka","Unclaimed",3.5,"July 24, 2021","bul.Bratya Bakston 22 Bakston, Sofia 1618 Bulgaria",42.67082,23.27677,"#687 of 1,226 Restaurants in Sofia","#141 of 214 Eastern European in Sofia",30,0,,,"European, Pizza, Eastern European","Dinner, Lunch",,"Takeout, Outdoor Seating, Seating, Serves Alcohol, Reservations, Table Service","False","True",35,35,40,35,7,6,14,0,3,"German (1), English (26), Turkish (1), Russian (2)","in rating","g294452-d2271474","$$ - $$$","Pizza, European, Eastern European","Restaurants",26,4,0,"http://www.oshipka.bg/","о!шипка пица | бар",,"nan",,,,0,"non-facebook","online","True","False",,,0
"g294452-d2277318","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Pri Orlite']","Pri Orlite","Claimed",4,"April 16, 2022","ul.Dyakon Ignatiy 11, Sofia 1000 Bulgaria",42.69368,23.325058,"#201 of 1,226 Restaurants in Sofia","#60 of 214 Eastern European in Sofia",76,0,,,"European, Central European, Eastern European","Lunch, Dinner","Vegetarian Friendly, Vegan Options","Reservations, Seating, Serves Alcohol, Full Bar, Table Service","True","True",45,45,40,40,29,29,10,6,2,"Spanish (2), French (5), German (4), English (48), Russian (4), Italian (13)","in rating","g294452-d2277318","$$$$","European, Eastern European, Central European","Restaurants",48,28,0,"http://www.priorlite.com/","При Орлите: панорамен ресторант в центъра на София",,"nan",,,,0,"non-facebook","online","True","False",,,0
"g294452-d22928413","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Natur Baked Raw']","Natur Baked Raw","Claimed",5,"March 30, 2021","ulitsa San Stefano 9, Sofia 1504 Bulgaria",42.48879,26.01574,"#571 of 1,226 Restaurants in Sofia","#122 of 214 Eastern European in Sofia",3,0,,,"European, Eastern European",,,,"False","True",,,,,3,0,0,0,0,"English (3)","in rating","g294452-d22928413","$$ - $$$","European, Eastern European","Restaurants",3,0,0,"https://www.facebook.com/naturbakedraw","account_exists","Natur Baked Raw is at Natur Baked Raw.","August 5, 2023","Лятото си е лято, но и бюрекът си е бюрек 
 Заповядайте в пекарната 
 #burek #banitsa #bakery #homemade #naturbakedraw","3K likes • 3.2K followers","Intro
Уютна пекарна за сладки и солени вкусотийки :)
Здравосл
Page · Bakery
ulitsa San Stefano 9, Sofia, Bulgaria
+359 87 791 6937
naturbakedraw@gmail.com
Closed now
Outdoor seating · In-store pickup
Price Range · $$
Rating · 5.0 (22 Reviews)",2023,"facebook","online","True","True",5,22,3200
"g294452-d22982682","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Kolichka Bar']","Kolichka Bar","Claimed",4,"October 18, 2022","ul. San Stefano 9, Sofia 1504 Bulgaria",42.69543,23.339968,"#979 of 1,226 Restaurants in Sofia","#165 of 193 Cafe in Sofia",1,0,,"₪7 - ₪13","Cafe","Breakfast, Lunch",,,"True","True",,,,,0,1,0,0,0,"English (1)","in rating","g294452-d22982682","$","Cafe","Restaurants",1,0,0,"http://www.facebook.com/KolichkaBar","account_exists","Kolichka Bar","September 28 , 2023","Ъпгрейднахме с новата лимитирана серия кафемелачки на @mahlkonig за още по-бързо и прецизно смилане 
•
•
•
#kolichkabar #sofia #specialtycoffeeshop #craftroastery #mahlkonig","1.7K likes • 1.7K followers","Intro
Kolichka Bar е концепция за професионално и мобилно приготвяне на кафе напитки, кафене и кафе пекарна
Page · Product/service
ul. San Stefano 9, Sofia, Bulgaria
+359 87 918 8015
kolichkabar@gmail.com
kolichkabar.com
Closed now
Rating · 4.8 (23 Reviews)",2023,"facebook","online","True","True",4.8,23,1700
"g294452-d23023665","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Skapto - Business Park']","Skapto - Business Park","Claimed",5,"May 18, 2023","4 Samara Street Within Advance Business Center, Sofia 1715 Bulgaria",42.629726,23.379646,"#209 of 1,226 Restaurants in Sofia","#11 of 67 American in Sofia",10,0,,"₪34 - ₪64","American","Lunch, Dinner",,,"True","True",,,,,10,0,0,0,0,"English (10)","in rating","g294452-d23023665","$$ - $$$","American","Restaurants",10,0,0,"https://skapto.bg/","Начало - Skapto.bg",,"nan",,,,0,"non-facebook","online","True","False",,,0
"g294452-d23023667","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Skapto - Dianabad']","Skapto - Dianabad","Unclaimed",,,"15-17 Tintyava, Str. Work & Share Co-working Parking Lot, Sofia Bulgaria",42.666946,23.35234,,,0,0,,"₪34 - ₪64","American",,,,"False","False",,,,,0,0,0,0,0,,"in rating","g294452-d23023667","$$ - $$$","American",,0,0,0,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g294452-d23101645","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Mediterra Restaurant & Wine Bar']","Mediterra Restaurant & Wine Bar","Claimed",3.5,"September 26, 2023","89b Vitosha Blvd., Sofia 1463 Bulgaria",42.68218,23.314331,"#644 of 1,226 Restaurants in Sofia","#644 of 1,226 Restaurants in Sofia",20,0,,"₪65 - ₪434","Italian, Mediterranean, Spanish, Greek","Dinner, Lunch, Drinks",,"Reservations, Table Service, Delivery, Takeout, Outdoor Seating, Private Dining, Seating, Serves Alcohol, Free Wifi, Accepts Credit Cards, Gift Cards Available","True","True",,,,,11,0,0,4,5,"Italian (2), English (18)","in rating","g294452-d23101645","$$ - $$$","Italian, Mediterranean, Spanish","Restaurants",18,2,0,"http://grandhotelmillenniumsofia.bg/restaurants-and-bars/","Restaurants, Lounges and Rooftop bar | GHMS","Extraordinary 5-star hotel in Sofia | Grand Hotel Millennium Sofia","nan",,,,0,"non-facebook","online","True","True",,,0
"g294452-d23127021","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Pastel Grillhouse']","Pastel Grillhouse","Unclaimed",,,"21 Vitosha Blvd, Sofia 1000 Bulgaria",42.69372,23.32069,,,0,0,,,,,,,"False","True",,,,,0,0,0,0,0,,"in rating","g294452-d23127021",,,,0,0,0,"http://www.facebook.com/PastelGrillHouse/","account_exists","Grillhouse Restaurant","January 4, 2022",,"494 likes • 505 followers","Intro
Pastel Grill House Vitoshka съчетава традиционния Grill ресторант и м
Page · Restaurant
Dine-in · Outdoor seating
Rating · 4.2 (14 Reviews)",2022,"facebook","online","True","True",4.2,14,505
"g294452-d23150283","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'La Maison De Katarzyna']","La Maison De Katarzyna","Claimed",4.5,"October 24, 2022","bulevard Patriarh Evtimiy 86, Sofia 1463 Bulgaria",42.68934,23.31679,"#499 of 1,226 Restaurants in Sofia","#23 of 45 Wine Bar in Sofia",6,0,,,"Wine Bar","Lunch, Dinner, Drinks",,"Reservations, Outdoor Seating, Private Dining, Serves Alcohol, Digital Payments, Free Wifi, Accepts Credit Cards, Table Service, Dog Friendly","True","True",,,,,5,0,0,0,1,"English (4), Turkish (1), Polish (1)","in rating","g294452-d23150283",,"Wine Bar","Restaurants",4,2,0,"http://www.katarzyna.bg","Katarzyna Estate – Official Website 2020","Katarzyna Estate – Official Website 2020","nan",,,,0,"non-facebook","online","True","True",,,0
"g294452-d23157413","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Attitude Food&wine']","Attitude Food&wine","Unclaimed",5,"July 5, 2021","21, Bulevard inzhener Ivan Ivanov G.k. Zona B-19, Sofia 1309 Bulgaria",43.209415,27.874594,"#859 of 1,226 Restaurants in Sofia","#859 of 1,226 Restaurants in Sofia",1,0,,"₪11 - ₪33","Italian, French, European",,,,"False","True",,,,,1,0,0,0,0,"English (1)","in rating","g294452-d23157413","$","Italian, French, European","Restaurants",1,0,0,"https://www.facebook.com/attitudefoodandwine","account_exists","Attitude food and wine","October, 2023","25.10.2023г.
 Време е за вкусен обяд ! 
 бул. Инж. Иван Иванов 21
0879 26 21 21
Разгледайте цялото ни МЕНЮ на:
ht… See more","1.4K likes • 1.4K followers","Intro
Page · Restaurant
бул. ,,инж. Иван Иванов 21"", Sofia, Bulgaria
+359 87 926 2121
attituderestaurant.com
Open now
Outdoor seating · Curbside pickup
Price Range · $$$
Rating · 5.0 (26 Reviews)",2023,"facebook","online","True","True",5,26,1400
"g294452-d23160478","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', ""McDonald's""]","McDonald's","Unclaimed",1,"July 8, 2023","Bulgaria Blvd. 1 Near National Palace Of Culture - Ndk, Sofia 1421 Bulgaria",42.684727,23.318937,"#1,223 of 1,226 Restaurants in Sofia","#67 of 67 Fast Food in Sofia",4,0,,,"Fast Food",,,,"False","True",,,,,0,0,0,0,4,"English (2), French (1), German (1)","in rating","g294452-d23160478",,"Quick Bites, Fast Food","Restaurants",2,2,0,"https://mcdonalds.bg/en/%d1%80%d0%b5%d1%81%d1%82%d0%be%d1%80%d0%b0%d0%bd%d1%82%d0%b8/mcdonalds-ndk/","Restaurants - McDonald's","Mcdonalds.bg","nan",,,,0,"non-facebook","online","True","True",,,0
"g294452-d2317466","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Sidoniya']","Sidoniya","Claimed",4.5,"February 6, 2016","Slavovitsa Street, blok 51 E Bul.Gotse Delchev, Sofia 1404 Bulgaria",42.67506,23.29044,"#334 of 1,226 Restaurants in Sofia","#65 of 171 International in Sofia",37,0,,,"International","Breakfast, Dinner, Late Night",,"Reservations, Seating, Serves Alcohol, Table Service, Outdoor Seating","False","True",45,45,45,45,28,3,2,1,3,"French (2), Spanish (1), English (29), Russian (1), Italian (3), Greek (1)","in rating","g294452-d2317466",,"International","Restaurants",29,8,0,"http://www.facebook.com/pages/Restaurant-Sidoniya-Lord-Of-The-Chefs/215323585178115","account_exists","Chef Sidoniya Radeva","October, 2023","𝐒𝐚𝐯𝐞 𝐓𝐡𝐞 𝐃𝐚𝐭𝐞: 𝟑𝟏 𝐎𝐂𝐓𝐎𝐁𝐄𝐑 𝟐𝟎𝟐𝟑
""𝐌𝐈𝐑𝐑𝐎𝐑, 𝐌𝐈𝐑𝐑𝐎𝐑"" - 𝟒𝐭𝐡 𝐁𝐢𝐫𝐭𝐡𝐝𝐚𝐲 𝐂𝐞𝐥𝐞𝐛𝐫𝐚𝐭𝐢𝐨𝐧
Ставаме на ЧЕТИРИ години!
Ще го отпразнуваме тематично и в наш стил - с жива музика, н… See more","3.1K likes • 3.1K followers","Intro
Page · Chef
sidonia@abv.bg
constantinoff-restobar.com
Open now
Dine-in · Outdoor seating · Curbside pickup
Price Range · $$
Rating · 4.3 (216 Reviews)",2023,"facebook","online","True","True",4.3,216,3100
"g294452-d23174737","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Senior Burrito']","Senior Burrito","Unclaimed",3.5,"May 28, 2022","Bul Cherni Vrŭkh 100, Sofia 1407 Bulgaria",42.68587,23.317904,"#1,011 of 1,226 Restaurants in Sofia","#408 of 469 European in Sofia",3,0,,,"Mexican, American, International, European, Arabic",,,,"False","True",,,,,1,1,0,0,1,"English (3)","in rating","g294452-d23174737","$","Mexican, American, International","Restaurants",3,0,0,"http://www.seniorburrito.bg","Senior Burrito | Senior Burrito","Senior Burrito | Senior Burrito","nan",,,,0,"non-facebook","online","True","True",,,0
"g294452-d23190116","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Krachmarnitsa Oborishte']","Krachmarnitsa Oborishte","Claimed",2.5,"September 18, 2022","ulitsa Oborishte 35, Sofia 1504 Bulgaria",42.694866,23.341808,"#1,182 of 1,226 Restaurants in Sofia","#165 of 171 International in Sofia",7,0,,,"International, Barbecue, European, Pub, Fusion, Gastropub","Lunch, Dinner",,"Reservations","True","True",,,,,2,0,1,1,3,"English (7)","in rating","g294452-d23190116","$$ - $$$","International, Barbecue, European","Restaurants",7,0,0,"https://www.facebook.com/krachmarnitsa/","account_exists","Кръчмарница Оборище / Krachmarnitsa Oborishte is at Кръчмарница Оборище / Krachmarnitsa Oborishte.","December 9, 2020","А ето и нашето специално меню с безплатна доставка за цяла София! Поръчайте на 
 +359889 30 6666 или във Фудпанда и Тейкауей! От 10.12.2020","542 likes • 560 followers","Intro
Old town public house
Page · Restaurant
Oborishte 35, Sofia, Bulgaria
Outdoor seating
Not yet rated (4 Reviews)",2020,"facebook","online","True","True",,4,560
"g294452-d23196819","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Troyantsite']","Troyantsite","Unclaimed",5,"March 2, 2021","ulitsa Shipka 46, Sofia 1504 Bulgaria",42.69266,23.34313,"#865 of 1,226 Restaurants in Sofia","#865 of 1,226 Restaurants in Sofia",1,0,,,"Eastern European",,,,"False","False",,,,,1,0,0,0,0,"English (1)","in rating","g294452-d23196819",,"Eastern European","Restaurants",1,0,0,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g294452-d23199207","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Tamyam']","Tamyam","Claimed",5,"March 11, 2021","Ul. Adriana Budevska 6, Sofia Bulgaria",42.682194,23.312344,"#864 of 1,226 Restaurants in Sofia","#53 of 59 Asian in Sofia",1,0,,,"Indian, International, Asian, Thai",,,,"False","False",,,,,1,0,0,0,0,"English (1)","in rating","g294452-d23199207","$","Indian, International, Asian","Restaurants",1,0,0,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g294452-d23208944","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Zahir Sweet Creations']","Zahir Sweet Creations","Claimed",5,"June 19, 2021","ul. Petar Parchevich 50, Sofia 1000 Bulgaria",42.690582,23.321098,"#47 of 53 Desserts in Sofia","#47 of 53 Dessert in Sofia",1,0,,,"French, Cafe, International, European",,,,"True","True",,,,,1,0,0,0,0,"English (1)","in rating","g294452-d23208944","$$ - $$$","Dessert, French, Cafe","Desserts",1,0,0,"http://zahirsweetcreations.com/","Ръчно Приготвени Сладкарски Изделия и Печива | ЗАХИР",,"nan",,,,0,"non-facebook","online","True","False",,,0
"g294452-d23208988","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Restaurant DEGO']","Restaurant DEGO","Unclaimed",,,"Narcis 1, Sofia 1415 Bulgaria",41.826515,23.485723,,,0,0,,,"Mediterranean, European, Fusion, Eastern European","Breakfast, Lunch, Dinner",,,"True","True",,,,,0,0,0,0,0,,"in rating","g294452-d23208988",,"Mediterranean, European, Fusion, Eastern European",,0,0,0,"https://www.facebook.com/Restaurant-DEGO-104050195059533","account_exists","Restaurant DEGO is at Alexander Palace.","April 27, 2021","Този уикенд!
Великденски Брънч!
И да... Ще има от пилето!
Освен него... 
. … See more","1K likes • 1K followers","Intro
Cozy restaurant in Sofia, Dragalevci,
Str. ""Narcis"" 1
Page · Restaurant
Ул. ""Нарцис"" 1, Sofia, Bulgaria
+359 87 713 7775
restaurantdego@gmail.com
Dine-in · Outdoor seating
Not yet rated (3 Reviews)",2021,"facebook","online","True","True",,3,1000
"g294452-d23211737","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Raw&more']","Raw&more","Claimed",,,"Tsarnook 8, Sofia 1421 Bulgaria",42.675053,23.317728,,,0,0,,"₪4 - ₪182","European, Central European, International","Breakfast, Lunch, Dinner",,"Delivery, Outdoor Seating, Seating, Accepts Credit Cards","True","True",,,,,0,0,0,0,0,,"in rating","g294452-d23211737","$$ - $$$","International, European, Central European",,0,0,0,"http://rawandmore.bg/","Raw & More | ДЕСЕРТИТЕ, С КОИТО ВСЕКИ ДЕН Е ПОВОД",,"nan",,,,0,"non-facebook","online","True","False",,,0
"g294452-d23212186","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'The Rusty Grill Burgers And More']","The Rusty Grill Burgers And More","Unclaimed",5,"September 15, 2023","Shipka 12 Str., Sofia 1000 Bulgaria",42.69485,23.33208,"#373 of 1,226 Restaurants in Sofia","#91 of 214 Eastern European in Sofia",5,0,,,"American, Grill, Pub, Eastern European, Armenian, Dining bars","Lunch, Dinner",,,"True","True",,,,,5,0,0,0,0,"English (4), Turkish (1)","in rating","g294452-d23212186","$$ - $$$","American, Grill, Pub","Restaurants",4,1,0,"https://www.facebook.com/rustygrillburgersandmore","account_exists","The Rusty Grill","April 16, 2023","Уважаеми клиенти, заведението няма да работи на 16.04! Светли празници!","1.6K likes • 1.6K followers","Intro
Бургери с Блек Ангъс ,американски стил пица ,салати и сандвичи,наливна бира
Page · Burger Restaurant
+359 88 918 2106
info@rusty.bg
rusty.bg
Open now
In-store pickup
Price Range · $
Rating · 4.5 (34 Reviews)
Offers free Wi-Fi",2023,"facebook","online","True","True",,,1600
"g294452-d23218694","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Trattoria Napoletana']","Trattoria Napoletana","Unclaimed",4,"November 16, 2021","Vitosha 38, Sofia 1000 Bulgaria",42.69235,23.32004,"#780 of 1,226 Restaurants in Sofia","#3 of 4 Neapolitan in Sofia",4,0,,"₪11 - ₪217","Italian, Neapolitan, Campania, Southern-Italian",,,,"False","True",,,,,2,0,1,1,0,"French (2), English, Italian (2)","fb_closed","g294452-d23218694","$$ - $$$","Italian, Neapolitan, Campania","Restaurants",0,4,0,"https://www.facebook.com/trattorianapoletanabg","account_exists","Trattoria Napoletana","April 12, 2021","Italiani in Bulgaria
Salve a tutti,
Stiamo cercando un buon pizzaiolo per lavoro permanente a Sofia! La pizzeria si trova nel cuore della citta - bul. Vitosha. Remunerazione ed atmosfera - ottimi! Per informazioni sulla posizine, tempistiche e dettagli, vi prego di chiamare +359 883 44 00 00 (per chi parla Italiano solamente) ed +359 888 44 00 09 (per chi parla bulgaro o inglese)! Potete anche inviare i vostri curriculum as email: sg10@abv.bg! Stiate bene e di buona salute!","345 followers • 2 following","Intro
Aperitivo & Pizza place in the very Centre of Sofia, Bulgaria. Traditional Italian pizza for all tas
Page · Italian Restaurant
Sofia, Bulgaria
+359 88 989 0077
Permanently Closed
Price Range · $$
Not yet rated (2 Reviews)",2021,"facebook","online","True","True",,2,345
