"id","country_region","rest_name","is_claimed","rating","last_review","address","latitude","longitude","popularity_top","popularity_detailed","n_reviews","travellers_choice","michelin","price_range","cuisines","meal_types","special_diets","features","working_hours","telephone","food_rating","service_rating","value_rating","atmosphere_rating","traveller_rating_5","traveller_rating_4","traveller_rating_3","traveller_rating_2","traveller_rating_1","all_languages","status","id_destination","price_category","top_tags","type","English","non-English","local","website","is_available","homesite_user_name","fb_last_update","facebook_text","subscribers","description","fb_last_update_year","website_type","website_status","is_available1","is_available2","fb_rating","fb_reviews","fb_followers"
"g1183497-d11664602","['Europe', 'Slovakia', 'Zilina Region', 'Rajecke Teplice', 'Rajecke Teplice Restaurants', 'Meritto']","Meritto","Claimed",4,"May 13, 2023","101 Sulovskeho, Rajecké Teplice 013 13 Slovakia",49.129,18.684383,"#2 of 10 Restaurants in Rajecké Teplice","#2 of 5 European in Rajecke Teplice",79,0,,,"Pizza, European, Central European","Lunch, Dinner","Vegetarian Friendly","Takeout, Reservations, Seating, Wheelchair Accessible, Table Service, Delivery","True","True",45,40,45,,28,32,12,1,6,"Polish (6), Slovak (44), German (1), Russian (1), Serbian (1), Czech (8), Italian (1), English (17)","in rating","g1183497-d11664602","$$ - $$$","Pizza, European, Central European","Restaurants",17,62,44,"http://www.meritto.sk","Meritto reštaurácia a ubytovanie, reštaurácia Rajecké Teplice | Meritto reštaurácia a ubytovanie","Meritto reštaurácia a ubytovanie, reštaurácia Rajecké Teplice | Meritto reštaurácia a ubytovanie","nan",,,,0,"non-facebook","online","True","True",,,0
"g1183497-d12144888","['Europe', 'Slovakia', 'Zilina Region', 'Rajecke Teplice', 'Rajecke Teplice Restaurants', 'Penzion Talisman']","Penzion Talisman","Unclaimed",3,"February 15, 2020","Rudolfa Su'ovskeho 98/5, Rajecké Teplice 013 13 Slovakia",49.12927,18.68493,"#9 of 10 Restaurants in Rajecké Teplice","#9 of 10 Restaurants in Rajecke Teplice",6,0,,,,,,,"False","True",,,,,1,1,1,2,1,"Polish (1), Czech (2), English, Slovak (3)","in rating","g1183497-d12144888",,,"Restaurants",0,6,3,"http://www.penziontalisman.sk/sk/restauracia/","Reštaurácia Rajecké Teplice| Penziontalisman.sk","Penzión Talisman | ubytovanie Rajecké Teplice OFICIÁLNY WEB","nan",,,,0,"non-facebook","online","True","True",,,0
"g1183497-d12806145","['Europe', 'Slovakia', 'Zilina Region', 'Rajecke Teplice', 'Rajecke Teplice Restaurants', 'Pizzeria pri Brode']","Pizzeria pri Brode","Unclaimed",,,"Porubka, Rajecké Teplice 01311 Slovakia",,,,,0,0,,,,"Lunch, Dinner",,,"True","True",,,,,0,0,0,0,0,,"in rating","g1183497-d12806145",,,,0,0,0,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g1183497-d14167930","['Europe', 'Slovakia', 'Zilina Region', 'Rajecke Teplice', 'Rajecke Teplice Restaurants', 'Rybarska Basta']","Rybarska Basta","Unclaimed",3.5,"September 15, 2021","Osloboditelov 92/3, Rajecké Teplice 01313 Slovakia",49.13107,18.68412,"#7 of 10 Restaurants in Rajecké Teplice","#1 of 1 Seafood in Rajecke Teplice",19,0,,,"Seafood","Lunch, Dinner",,"Seating, Table Service","True","True",40,30,35,,6,4,3,1,5,"English (5), Russian (2), Italian (1), Czech (2), Slovak (9)","in rating","g1183497-d14167930","$$ - $$$","Seafood","Restaurants",5,14,9,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g1183497-d17802022","['Europe', 'Slovakia', 'Zilina Region', 'Rajecke Teplice', 'Rajecke Teplice Restaurants', 'Restauracia FLAMM']","Reštaurácia FLÁMM","Unclaimed",5,"September 13, 2023","Lesna 1 Penzión FLÁMM, Rajecké Teplice 01313 Slovakia",49.126945,18.681389,"#1 of 10 Restaurants in Rajecké Teplice","#1 of 5 European in Rajecke Teplice",35,0,,"₪42 - ₪84","Bar, European, Pub","Lunch, Dinner",,"Reservations, Accepts Credit Cards","True","True",50,50,50,,34,1,0,0,0,"Czech (6), French (1), German (1), Slovak (20), English (7)","in rating","g1183497-d17802022","$$ - $$$","Bar, European, Pub","Restaurants",7,28,20,"http://www.flamm.sk","Penzión FLÁMM a Pension Relish","Penzión FLÁMM a Pension Relish","nan",,,,0,"non-facebook","online","True","True",,,0
"g1183497-d19604761","['Europe', 'Slovakia', 'Zilina Region', 'Rajecke Teplice', 'Rajecke Teplice Restaurants', 'Relish']","Relish","Unclaimed",5,"May 13, 2023","Školská 25/38, Rajecké Teplice 013 13 Slovakia",49.12437,18.68314,"#5 of 10 Restaurants in Rajecké Teplice","#5 of 10 Restaurants in Rajecke Teplice",5,0,,,,,,,"False","True",,,,,4,1,0,0,0,"Slovak (4), English, Czech (1)","in rating","g1183497-d19604761",,,"Restaurants",0,5,4,"https://www.facebook.com/pensionrelish/","account_exists","Pension Relish","October, 2023","Chcete sa cítiť ako v Taliansku? 
Nedávno predstavené novinky RÍMSKA PIZZA a DOMÁCE CESTOVINY sa v našich prevádzkach MeGusta medzi zákazníkmi ihneď uchytili. 
Príďte ich vyskúšať aj vy k nám do Rajeckých Teplíc - Penzión Relish. 
#rel… See more","1.3K likes • 1.3K followers","Intro
Útulný penzión RELISH s romanticky a rustikálne zariadenými izbami priamo na námestí Rajeckých Teplíc
Page · Hotel resort
Školská 25/38, Rajecké Teplice, Slovakia
+421 911 494 941
relish@relish.sk
relish.sk
Outdoor seating
Price Range · $$$
Rating · 5.0 (42 Reviews)",2023,"facebook","online","True","True",5,42,1300
"g1183497-d4769932","['Europe', 'Slovakia', 'Zilina Region', 'Rajecke Teplice', 'Rajecke Teplice Restaurants', 'Restaurant Raj']","Restaurant Raj","Unclaimed",4,"August 10, 2016","Kuneradska cesta 37 Penzion Raj, Rajecké Teplice 013 13 Slovakia",49.12259,18.68717,"#8 of 10 Restaurants in Rajecké Teplice","#8 of 10 Restaurants in Rajecke Teplice",2,0,,,,,,,"False","False",,,,,0,2,0,0,0,"Slovak (1), English, Russian (1)","in rating","g1183497-d4769932",,,"Restaurants",0,2,1,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g1183497-d4770081","['Europe', 'Slovakia', 'Zilina Region', 'Rajecke Teplice', 'Rajecke Teplice Restaurants', 'Motorest Mlynarka - Rajecke Teplice']","Motorest Mlynarka - Rajecke Teplice","Unclaimed",2.5,"August 8, 2023","Pri Rajchanke 1, Rajecké Teplice 013 13 Slovakia",49.129997,18.67883,"#10 of 10 Restaurants in Rajecké Teplice","#10 of 10 Restaurants in Rajecke Teplice",62,0,,,,"Lunch, Dinner, Brunch",,"Seating, Table Service, Reservations","False","True",30,30,30,,14,7,10,11,20,"Polish (2), Russian (1), German (1), Czech (10), Slovak (38), Italian (1), English (9)","in rating","g1183497-d4770081","$$ - $$$",,"Restaurants",9,53,38,"http://www.mlynarka.sk","svadobna hostina - svadobny raj, ubytovanie, ubytuj sa putnik, mlynarka rajecke teplice, ubytovanie u nas, noc, penzion, vinaren, prazdniny, restauracia,priroda rajecka dolina,","svadobna hostina - svadobny raj, ubytovanie, ubytuj sa putnik, mlynarka rajecke teplice, ubytovanie u nas, noc, penzion, vinaren, prazdniny, restauracia,priroda rajecka dolina,","nan",,,,0,"non-facebook","online","True","True",,,0
"g1183497-d4770133","['Europe', 'Slovakia', 'Zilina Region', 'Rajecke Teplice', 'Rajecke Teplice Restaurants', 'Restaurant Encian']","Restaurant Encian","Unclaimed",4,"July 2, 2023","Osloboditelov 90 Hotel Encian, Rajecké Teplice 013 13 Slovakia",49.129337,18.68332,"#3 of 10 Restaurants in Rajecké Teplice","#3 of 5 European in Rajecke Teplice",72,0,,,"European, Central European","Breakfast, Brunch, Lunch, Dinner","Vegetarian Friendly","Serves Alcohol, Free Wifi, Table Service, Reservations, Outdoor Seating, Seating","False","True",40,40,40,,33,16,8,6,9,"French (1), German (1), Slovak (34), Russian (3), Polish (7), Italian (1), Serbian (1), English (13), Czech (11)","in rating","g1183497-d4770133","$$ - $$$","European, Central European, Vegetarian Friendly","Restaurants",13,59,34,"http://hotelencian.sk/hotel/restauracia","REŠTAURÁCIA – Hotel Encian","Hotel Encian","nan",,,,0,"non-facebook","online","True","True",,,0
"g1183497-d7820377","['Europe', 'Slovakia', 'Zilina Region', 'Rajecke Teplice', 'Rajecke Teplice Restaurants', 'Mystik']","Mystik","Unclaimed",4.5,"October 30, 2019","Rajecke Teplice 578, Rajecké Teplice 013 13 Slovakia",49.12434,18.67243,"#6 of 10 Restaurants in Rajecké Teplice","#5 of 5 European in Rajecke Teplice",11,0,,,"European, Central European","Lunch, Dinner",,,"True","True",,,,,8,0,2,0,1,"English (2), French (1), Polish (1), Slovak (5), Czech (2)","in rating","g1183497-d7820377",,"European, Central European","Restaurants",2,9,5,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g1183525-d10068564","['Europe', 'Slovakia', 'Banska Bystrica Region', 'Dudince', 'Dudince Restaurants', 'Dudinska Oblatkaren']","Dudinska Oblatkaren","Claimed",5,"February 22, 2020","Kupelna 109, Dudince 962 71 Slovakia",48.16765,18.87921,"#1 of 6 Restaurants in Dudince","#1 of 6 Restaurants in Dudince",16,0,,,,"Lunch, Dinner",,"Takeout, Outdoor Seating, Seating, Parking Available, Free off-street parking, Wheelchair Accessible, Cash Only","True","True",,,,,15,1,0,0,0,"Russian (1), Slovak (14), Czech (1), English","in rating","g1183525-d10068564","$",,"Restaurants",0,16,14,"http://www.oblatkaren.sk","Dudinská Oblatkáreň – Sladký pozdrav z Dudiniec.","Dudinská Oblatkáreň – Sladký pozdrav z Dudiniec.","nan",,,,0,"non-facebook","online","True","True",,,0
"g1183525-d1200445","['Europe', 'Slovakia', 'Banska Bystrica Region', 'Dudince', 'Dudince Restaurants', 'U Petra']","U Petra","Unclaimed",4,"September 8, 2021","A. Kmeta, Dudince 962 71 Slovakia",48.17096,18.88438,"#3 of 6 Restaurants in Dudince","#1 of 3 European in Dudince",27,0,,"₪24 - ₪52","European, Central European",,,"Outdoor Seating, Reservations","False","False",30,35,40,,15,5,2,3,2,"English (5), Polish (1), Czech (2), Slovak (17), French (2)","in rating","g1183525-d1200445","$$ - $$$","European, Central European","Restaurants",5,22,17,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g1183525-d15759079","['Europe', 'Slovakia', 'Banska Bystrica Region', 'Dudince', 'Dudince Restaurants', 'Lokal Bistro']","Lokal Bistro","Unclaimed",4.5,"August 29, 2020","Okruzna 122, Dudince 962 71 Slovakia",48.1697,18.88404,"#4 of 6 Restaurants in Dudince","#2 of 2 Central European in Dudince",9,0,,,"European, Central European",,,,"False","True",,,,,8,0,0,0,1,"Slovak (6), Russian (1), English (1), Czech (1)","in rating","g1183525-d15759079","$$ - $$$","European, Central European","Restaurants",1,8,6,"https://www.facebook.com/LokalBistroDudince/","account_exists","Lokál Bistro Dudince","October, 2023","A ak by ste chceli aj vy oslavu alebo večierok u nás, neváhajte lebo diár sa nám  pomaly plní ","1.6K likes • 1.7K followers","Intro
Pre všetkých milovníkov tradičnej aj modernej kuchyne je tu Lokál Bistro. Rodinný podnik, kde
Page · Restaurant
Okružná 122, Dudince, Slovakia
+421 918 300 558
lokalbistrodudince@gmail.com
lokalbistro.sk
Closed now
Dine-in · Outdoor seating · Curbside pickup
Price Range · $$
Rating · 4.9 (59 Reviews)",2023,"facebook","online","True","True",4.9,59,1700
"g1183525-d16770332","['Europe', 'Slovakia', 'Banska Bystrica Region', 'Dudince', 'Dudince Restaurants', 'Restauracia u Mlynarky']","Restauracia u Mlynarky","Claimed",4,"August 8, 2023","Karola Braxatorisa 1, Dudince 96271 Slovakia",48.16772,18.87417,"#5 of 6 Restaurants in Dudince","#3 of 3 European in Dudince",6,0,,,"European","Breakfast, Lunch, Dinner, Drinks",,"Reservations, Outdoor Seating, Private Dining, Seating, Parking Available, Validated Parking, Free off-street parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Digital Payments, Free Wifi, Accepts Credit Cards","True","True",,,,,3,2,0,0,1,"Hebrew (1), Russian (1), English (1), Czech (2), Slovak (1)","in rating","g1183525-d16770332","$$ - $$$","European","Restaurants",1,5,1,"https://www.facebook.com/RestauraciauMlynarkyDudince/","account_exists","Reštaurácia u Mlynárky Dudince","October 6 , 2023","Milí naši zákazníci! Reštaurácia u Mlynárky ukončila svoju sezónnu prevádzku, radi Vás ale privítame v Penzióne u Mlynárky kde sme pre Vás spustili stravovanie prostredníctvom Á la Carte. Ďakujeme.","2.3K likes • 2.4K followers","Intro
Reštaurácia s tradičnou, chutnou Slovenskou kuchyňou v priestoroch starého mlynu. Tešíme sa na Vás!
Page · Restaurant
Karola Braxatorisa 1, Dudince, Slovakia
restauraciaumlynarky.business.site/?utm_source=gmb&utm_medium=referral
Open now
Dine-in · Outdoor seating
Price Range · $$
Rating · 4.5 (27 Reviews)
Offers free Wi-Fi",2023,"facebook","online","True","True",,,2400
"g1183525-d18218992","['Europe', 'Slovakia', 'Banska Bystrica Region', 'Dudince', 'Dudince Restaurants', 'Nefrit']","Nefrit","Claimed",3,"August 19, 2020","Okružná 409, Dudince 96271 Slovakia",48.17011,18.881828,"#6 of 6 Restaurants in Dudince","#6 of 6 Restaurants in Dudince",2,0,,,,"Breakfast, Lunch, Dinner",,,"True","True",,,,,1,0,0,0,1,"English, Slovak (2)","in rating","g1183525-d18218992",,,"Restaurants",0,2,2,"https://www.facebook.com/NefritDudince/","account_exists","Nefrit Dudince","September 15, 2023","100dni do vianoc kamosi. Hou,Hou,Hou 
. Zapijeme? ","1.1K likes • 1.2K followers","Intro
Cukráreň a cocktail bar v kúpeľnom meste, v príjemnom prostredí s veľkým výhľadom na vstup
Page · Dessert Shop
okružná 409, Dudince, Slovakia
+421 905 153 047
nefritbar@gmail.com
NefritBar.sk
Open now
Outdoor seating · In-store pickup
Price Range · $$
Rating · 5.0 (26 Reviews)",2023,"facebook","online","True","True",5,26,1200
"g1183525-d8106034","['Europe', 'Slovakia', 'Banska Bystrica Region', 'Dudince', 'Dudince Restaurants', 'Legend Pub']","Legend Pub","Claimed",4.5,"May 19, 2023","Okruzna 436, Dudince 962 71 Slovakia",48.170265,18.887987,"#2 of 6 Restaurants in Dudince","#1 of 1 Pizza in Dudince",20,0,,,"Pizza, Pub",,,"Takeout, Seating, Table Service, Reservations","False","True",,,,,13,4,2,0,1,"Russian (2), Slovak (10), English (4), Czech (1), Italian (1), German (2)","in rating","g1183525-d8106034","$$ - $$$","Pizza, Pub","Restaurants",4,16,10,"http://legendpub.sk","Legend Pub - Dudince | Skvelé jedlo z múrovanej pece","Legend Pub - Dudince | Skvelé jedlo z múrovanej pece","nan",,,,0,"non-facebook","online","True","True",,,0
"g12001570-d21314359","['Europe', 'Slovakia', 'Presov Region', 'Lubica', 'Lubica Restaurants', 'Hashtag Pub Beer & Burger']","Hashtag Pub Beer & Burger","Unclaimed",,,"Lubica Slovakia",49.122536,20.441114,,,0,0,,,,,,,"False","True",,,,,0,0,0,0,0,,"in rating","g12001570-d21314359",,,,0,0,0,"https://www.facebook.com/Hashtag-pub-417909335444847/?ref=py_c","account_exists","Hashtag pub is in Lubica, Slovakia.","September 15, 2023",,"2.1K likes • 2.4K followers","Intro
Lubica
Page · Restaurant
+421 951 260 595
Rating · 4.6 (31 Reviews)",2023,"facebook","online","True","True",4.6,31,2400
"g12097843-d10463893","['Europe', 'Slovakia', 'Zilina Region', 'Bobrovnik', 'Bobrovnik Restaurants', 'Marina Liptov']","Marina Liptov","Claimed",4,"July 25, 2023","140, Bobrovnik 032 23 Slovakia",49.118244,19.479765,"#1 of 2 Restaurants in Bobrovnik","#1 of 2 Restaurants in Bobrovnik",95,0,,"₪29 - ₪84","International","Drinks","Vegetarian Friendly","Reservations, Outdoor Seating, Seating, Parking Available, Highchairs Available, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards, Table Service","True","True",45,45,45,,61,15,4,5,10,"Polish (4), French (1), German (4), Czech (3), English (24), Dutch (1), Russian (3), Italian (2), Slovak (53)","in rating","g12097843-d10463893","$$ - $$$","International, Vegetarian Friendly","Restaurants",24,71,53,"http://www.marinaliptov.sk","failed_to_access","Home | Marina Liptov - Rekreačné stredisko","nan",,,,0,"non-facebook","online","False","True",,,0
"g12097843-d14772531","['Europe', 'Slovakia', 'Zilina Region', 'Bobrovnik', 'Bobrovnik Restaurants', 'Salas Bobrovnik']","Salas Bobrovnik","Unclaimed",4,"July 10, 2023","Bobrovnik 032 23 Slovakia",49.121613,19.477386,"#2 of 2 Restaurants in Bobrovnik","#2 of 2 Restaurants in Bobrovnik",8,0,,,"European, Central European","Lunch, Dinner",,,"True","True",,,,,6,0,0,0,2,"English (2), Slovak (4), Czech (2)","in rating","g12097843-d14772531",,"European, Central European","Restaurants",2,6,4,"https://www.facebook.com/SalasBobrovnik87/","account_exists","Salaš Bobrovník","October, 2023","Ďakujeme za sezónu 2023!
Tešili sme sa každému z Vás. Ďakujeme, za Vás, ktorí sa k nám rok čo rok vraciate. Ďakujeme za tých z Vás, ktorí ste nám dali prvú šan… See more","547 likes • 570 followers","Intro
Vitajte u nás! Sme sezónna reštaurácia od MÁJA do SEPTEMBRA rodiného typu.
V našom jedálnom
Page · Family Style Restaurant
Bobrovník, Liptovská Sielnica, Slovakia
+421 908 939 378
salasbobrovnik87@gmail.com
Temporarily Closed
Dine-in · Outdoor seating
Price Range · $$
Rating · 4.9 (43 Reviews)",2023,"facebook","online","True","True",4.9,43,570
"g12105589-d21295952","['Europe', 'Slovakia', 'Zilina Region', 'GbeLany', 'GbeLany Restaurants', 'Restauracia Belene']","Reštaurácia Belene","Claimed",5,"October 29, 2021","Hlavna 140 Château Gbeľany, Gbeľany 013 02 Slovakia",,,"#1 of 1 Restaurant in Gbeľany","#1 of 1 International in GbeLany",4,0,,"₪42 - ₪126","International","Lunch, Dinner",,,"True","True",,,,,4,0,0,0,0,"English (2), Slovak (2)","in rating","g12105589-d21295952","$$ - $$$","International","Restaurants",2,2,2,"https://www.chateaugbelany.com/sk/restauracia-belene","Reštaurácia Žilina - CHÂTEAU GBEĽANY","Hotel Kaštieľ Gbeľany - CHÂTEAU GBEĽANY","nan",,,,0,"non-facebook","online","True","True",,,0
"g12179206-d12707672","['Europe', 'Slovakia', 'Presov Region', 'Svidnik', 'Svidnik Restaurants', 'Alpinka']","Alpinka","Unclaimed",2.5,"May 3, 2018","Údolie Smrti, Svidnik 08901 Slovakia",49.32639,21.594406,"#7 of 7 Restaurants in Svidnik","#7 of 7 Restaurants in Svidnik",3,0,,,,,,,"False","True",,,,,0,1,1,0,1,"Polish (1), Czech (1), Slovak (1), English","in rating","g1927728-d12707672",,,"Restaurants",0,3,1,"https://www.facebook.com/Motorest-Alpinka-420239518152337/","account_exists","Motorest Alpinka","October, 2023","Motorest Alpinka 
                               Obedové menu
Pondelok 16.10.2023 
Polievka: Rascová s haluškami … See more","954 likes • 994 followers","Intro
Motorest Alpinka nachádzajúci sa v blízkosti mesta Svidník (cca. 3km, smer Poľsko) je už dlhú
Page · Restaurant
Údolie smrti, Svidník, Slovakia
+421 951 802 932
miroslavfurmanek@azet.sk
motorestalpinka.sk
Open now
Price Range · $
Rating · 3.3 (33 Reviews)",2023,"facebook","online","True","True",3.3,33,994
"g12193113-d10546535","['Europe', 'Slovakia', 'Trencin Region', 'Klatova Nova Ves', 'Klatova Nova Ves Restaurants', 'Salas Kostrin']","Salas Kostrin","Unclaimed",4,"August 15, 2023","Janova Ves, Klatova Nova Ves 958 44 Slovakia",48.55563,18.317753,"#1 of 1 Restaurant in Klatova Nova Ves","#1 of 1 Eastern European in Klatova Nova Ves",17,0,,,"Eastern European",,,,"False","True",35,35,30,,11,0,3,1,2,"English (5), Slovak (10), German (1), Czech (1)","in rating","g12193113-d10546535","$$ - $$$","Eastern European","Restaurants",5,12,10,"http://www.salas-kostrin.sk/","SALAŠ KOSTRÍN",,"nan",,,,0,"non-facebook","online","True","False",,,0
"g12193351-d10842153","['Europe', 'Slovakia', 'Trencin Region', 'Novaky', 'Novaky Restaurants', 'Full House']","Full House","Claimed",4,"May 28, 2019","Namestie SNP 639/22, Novaky 97271 Slovakia",48.71756,18.54225,"#1 of 2 Restaurants in Novaky","#1 of 2 Restaurants in Novaky",4,0,,,,"Breakfast, Lunch, Dinner",,,"True","True",,,,,2,1,0,0,1,"Slovak (4), English","in rating","g12193351-d10842153",,,"Restaurants",0,4,4,"http://www.restauraciafullhouse.sk/","failed_to_access",,"nan",,,,0,"non-facebook","unavailable","False","False",,,0
"g12193351-d15237944","['Europe', 'Slovakia', 'Trencin Region', 'Novaky', 'Novaky Restaurants', 'Koliba u Draga']","Koliba u Draga","Unclaimed",2.5,"October 9, 2021","Andreja Hlinku, Novaky 97271 Slovakia",48.72381,18.548567,"#2 of 2 Restaurants in Novaky","#1 of 1 European in Novaky",6,0,,"₪13 - ₪50","European, Slovenian",,,,"False","True",,,,,1,1,0,1,3,"English, Slovak (6)","in rating","g12193351-d15237944","$","European, Slovenian","Restaurants",0,6,6,"https://www.facebook.com/kolibaudraga/","account_exists","Koliba u Draga","September 24 , 2023","Ponúkame prácu čašníčky 
Ďakujeme za zdielanie ","1.4K followers • 1 following","Intro
Page · Restaurant
Andreja Hlinku, Nováky, Slovakia
+421 905 100 162
drago@drago.sk
koliba.drago.sk
Open now
Dine-in · Outdoor seating · In-store pickup
Price Range · $$",2023,"facebook","online","True","True",,,1400
