id,country_region,rest_name,is_claimed,rating,last_review,address,latitude,longitude,popularity_top,popularity_detailed,n_reviews,travellers_choice,michelin,price_range,cuisines,meal_types,special_diets,features,working_hours,telephone,food_rating,service_rating,value_rating,atmosphere_rating,traveller_rating_5,traveller_rating_4,traveller_rating_3,traveller_rating_2,traveller_rating_1,all_languages,id_destination,status,price_category,top_tags,English,non-English,local,type,website,last_update,facebook_text,description,fb_last_update_year,website_type,website_status,fb_rating,fb_reviews,fb_followers
g186470-d13317008,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Cafe Mauds']",Cafe Mauds,Claimed,4.5,"May 14, 2023","312 Upper Newtownards Road Unit 2, Belfast BT4 3EX Northern Ireland",54.59541,-5.87025,#5 of 21 Desserts in Belfast,#5 of 21 Dessert in Belfast,59,0,0,,"Cafe, British","Breakfast, Lunch, Brunch, Dinner","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Seating, Highchairs Available",True,True,45.0,50.0,50.0,,45,4,2.0,6.0,2.0,English (59),g186470-d13317008,in rating,$$ - $$$,"Dessert, Cafe, British",59,0,59,Desserts,https://www.facebook.com/cafemauds/,"October, 2023","MONDAY TREATS?= CAFE MAUDS 
#makemymauds","Intro
Café Maud's
555 Lisburn Road
Belfast
BT9 7GQ
02895 438486
Page · Coffee shop
555 Lisburn Rd, Belfast BT9 7GQ, Belfast, United Kingdom
+44 28 9543 8486
some@email.com
mauds.com
Open now
Dine-in · Outdoor seating · In-store pickup",2023,facebook,online,,,25000
g186470-d13341207,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Paper Cup']",Paper Cup,Claimed,4.5,"August 7, 2023","Queens Road Titanic Quarter, Belfast BT3 9DH Northern Ireland",54.605576,-5.911204,#11 of 172 Quick Bites in Belfast,#11 of 172 Quick Bites in Belfast,101,0,0,₪14 - ₪43,"British, Cafe","Breakfast, Lunch, Brunch","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Outdoor Seating, Wheelchair Accessible, Free Wifi, Accepts Credit Cards, Table Service",True,True,45.0,45.0,45.0,,72,17,5.0,3.0,4.0,"English (100), Chinese (Trad.) (1)",g186470-d13341207,in rating,$,"Quick Bites, Cafe, British",100,1,100,Quick Bites,https://www.facebook.com/papercuptitanicquarter/,"October, 2023","Catering for your next event 
paper-cup.co.uk
#eventcatering #platters #belfast #ballyhackamore #stranmillis #titanicquarter #coffeeshop","Intro
Paper Cup @ Titanic Quarter - Serving breakfast, lunch & snacks all day with homemade sweet treats.
Page · Coffee shop
Queens Road, Titanic Quarter, Belfast, United Kingdom
+44 28 9622 3084
Closed now
Dine-in · Outdoor seating · In-store pickup
Price Range · $",2023,facebook,online,,,1700
g186470-d13388351,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Pizza Hut Delivery Ormeau Road']",Pizza Hut Delivery Ormeau Road,Unclaimed,2.5,"March 8, 2023","453 Ormeau Road, Belfast BT7 3GQ Northern Ireland",54.575737,-5.917467,#149 of 172 Quick Bites in Belfast,#149 of 172 Quick Bites in Belfast,21,0,0,,"Italian, Pizza, Fast Food","Lunch, Dinner",Vegetarian Friendly,"Delivery, Takeout, Accepts Credit Cards, Wheelchair Accessible",True,True,,,,,6,1,1.0,0.0,13.0,English (21),g186470-d13388351,in rating,,"Quick Bites, Italian, Pizza, Fast Food",21,0,21,Quick Bites,https://www.pizzahutdeliveryni.com/index.php?s=ormeau+road&y_source=1_MTM1OTcyNzAtNzY5LWxvY2F0aW9uLndlYnNpdGU%3D,nan,,nan,0,non-facebook,online,,,0
g186470-d13401642,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Subway']",Subway - CLOSED,Unclaimed,4.5,"June 14, 2022","22 Kings Square, Belfast BT6 7EA Northern Ireland",54.589153,-5.844872,,,2,0,0,,Fast Food,"Breakfast, Lunch, Dinner",,,False,True,,,,,1,1,0.0,0.0,0.0,English (2),g186470-d13401642,closed,,Fast Food,2,0,2,,https://restaurants.subway.com/united-kingdom/ni/belfast/22b-kings-square?utm_source=yext-other&utm_medium=local&utm_term=acq&utm_content=41696&utm_campaign=evergreen-2020&y_source=1_MTQ5MjQ4MTUtNzY5LWxvY2F0aW9uLndlYnNpdGU%3D,nan,,nan,0,non-facebook,online,,,0
g186470-d13437815,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'The Wolff Grill']",The Wolff Grill,Claimed,4.0,"October 15, 2023","8 Queens Road Titanic Hotel Belfast, Belfast BT3 9DT Northern Ireland",54.608204,-5.908924,#272 of 689 Restaurants in Belfast,#272 of 689 Restaurants in Belfast,72,0,0,,,"Breakfast, Dinner, Lunch",Vegetarian Friendly,"Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Table Service",False,True,40.0,40.0,40.0,,39,11,10.0,7.0,5.0,"German (1), English (70), Japanese (1)",g186470-d13437815,in rating,$$$$,Vegetarian Friendly,70,2,70,Restaurants,https://www.titanichotelbelfast.com/fine-dining-belfast,nan,,nan,0,non-facebook,online,,,0
g186470-d13473367,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Buba - Belfast']",Buba - Belfast,Claimed,4.5,"October 8, 2023","8 Edward Street Unit 4, St Anne's Square, Belfast BT1 2LR Northern Ireland",54.60319,-5.927081,#94 of 689 Restaurants in Belfast,#94 of 689 Restaurants in Belfast,240,0,0,,"Grill, Diner","Lunch, Dinner, Drinks","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Table Service, Outdoor Seating, Parking Available, Highchairs Available, Wine and Beer, Free Wifi, Accepts Credit Cards, Non-smoking restaurants, Gift Cards Available",True,True,45.0,45.0,45.0,,153,50,15.0,13.0,9.0,"Spanish (1), English (238), Swedish (1)",g186470-d13473367,in rating,$$ - $$$,"Grill, Diner, Vegetarian Friendly",238,2,238,Restaurants,https://www.facebook.com/BubaBelfast/,"October, 2023","Fresh, citrusy, and sweet - this plate is such a treat! Shrimp crisps served in glossy chili butter with pink peppercorns, pineapple salsa, and chipotle ketchup. This pineapple salsa will change your life! ","Intro
Flame Grilled Flavours 🤛
Page · Tapas Bar & Restaurant
8 Edward Street, St Annes Square, Belfast, United Kingdom
+44 28 9568 0162
some@email.com
bubabelfast.com
Open now
Dine-in · Outdoor seating · In-store pickup
Price Range · $$
Rating · 4.4 (567 Reviews)",2023,facebook,online,4.4,567,8200
g186470-d13475856,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'The Sagart']",The Sagart,Claimed,5.0,"August 20, 2021","18A Chapel Lane, Belfast BT1 1HH Northern Ireland",54.599808,-5.932692,#154 of 689 Restaurants in Belfast,#62 of 134 European in Belfast,54,0,0,,"European, Bar","Lunch, Dinner","Vegetarian Friendly, Vegan Options","Reservations, Seating, Serves Alcohol, Accepts Credit Cards, Table Service",False,True,45.0,45.0,45.0,,48,4,0.0,2.0,0.0,"English (53), French (1)",g186470-d13475856,in rating,$$ - $$$,"Bar, European, Vegetarian Friendly",53,1,53,Restaurants,https://www.facebook.com/thesagart/,"September 1, 2022","A little update. 
Just to let you all know The Sagart will be remaining closed until the new year due to staff shortages. 
We will keep you updated as some big changes will be happening over the coming months and we will be back in 2023! In the meantime you can get booked in next door at Havana Bank Sq  for some delish food & drinks.","Intro
Wine, cheese, charcuterie and small plates.
We want to create a fun, accessible and engaging wine ex
Page · Local business
18a Chapel Lane, Belfast, United Kingdom
+44 28 9033 3331
Open now
In-store pickup
Price Range · $$
Rating · 4.8 (301 Reviews)",2022,facebook,online,4.8,301,4600
g186470-d13488190,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'The Berliner']",The Berliner - CLOSED,Unclaimed,3.5,"December 10, 2019","1-3 Lower Garfield Street, Belfast BT1 1FP Northern Ireland",54.601406,-5.930249,,,43,0,0,₪24 - ₪101,"Pub, Gastropub","Lunch, Dinner",,Live Music,False,True,35.0,45.0,35.0,,17,12,0.0,4.0,10.0,"Italian (1), English (39), French (2), German (1)",g186470-d13488190,closed,$$ - $$$,"Pub, Gastropub",39,4,39,,http://www.theberlinerbelfast.com,nan,,nan,0,non-facebook,online,,,0
g186470-d13547842,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Novelli at City Quays']",Novelli at City Quays,Claimed,4.5,"October 5, 2023","90 Donegall Quay AC Hotel Belfast, Belfast BT1 3FE Northern Ireland",54.604313,-5.9205,#31 of 689 Restaurants in Belfast,#31 of 689 Restaurants in Belfast,507,1,0,₪68 - ₪242,"European, British","Breakfast, Lunch, Dinner, Brunch, Drinks","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Street Parking, Wine and Beer, Waterfront, Dog Friendly, Non-smoking restaurants, Gift Cards Available",True,True,45.0,45.0,45.0,,377,52,30.0,24.0,24.0,"English (505), Chinese (Sim.) (2), Italian (1)",g186470-d13547842,in rating,$$ - $$$,"European, British, Vegetarian Friendly",505,3,505,Restaurants,http://www.novellirestaurants.co.uk/belfast,nan,,nan,0,non-facebook,online,,,0
g186470-d13562187,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Curated Kitchen & Coffee']",Curated Kitchen & Coffee - CLOSED,Claimed,4.5,"February 29, 2020","60 Donegall Street, Belfast BT1 2GT Northern Ireland",54.60274,-5.929773,,,74,0,0,₪14 - ₪97,,,,"Street Parking, Digital Payments",False,False,50.0,45.0,50.0,,60,11,1.0,1.0,1.0,"English (73), Italian (1)",g186470-d13562187,closed,$$ - $$$,,73,1,73,,http://www.curatedkitchen.co.uk,nan,,nan,0,non-facebook,online,,,0
g186470-d13565493,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'China Express']",China Express,Unclaimed,3.5,"December 27, 2020","1B Erinvale Drive Finaghy, Belfast BT10 0GE Northern Ireland",54.55531,-5.9811,#518 of 689 Restaurants in Belfast,#518 of 689 Restaurants in Belfast,10,0,0,,Chinese,Dinner,Vegetarian Friendly,Takeout,True,True,,,,,5,2,0.0,1.0,2.0,English (10),g186470-d13565493,in rating,,"Chinese, Cantonese, Vegetarian Friendly",10,0,10,Restaurants,https://www.facebook.com/FinaghyChineseTakeaway/,,no_posts,nan,0,facebook,online,,,0
g186470-d13783782,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Oliver’s Coffee Bar']",Oliver’s Coffee Bar,Unclaimed,5.0,"April 19, 2022","441A Lisburn Road, Belfast BT9 7EY Northern Ireland",54.57826,-5.95215,#43 of 97 Coffee & Tea in Belfast,#43 of 97 Coffee & Tea in Belfast,7,0,0,,Cafe,,,,False,True,,,,,6,1,0.0,0.0,0.0,English (7),g186470-d13783782,in rating,$$ - $$$,Cafe,7,0,7,Coffee & Tea,https://www.facebook.com/oliverscoffeebarlisburnroad/,nan,,nan,0,facebook,unavailable,,,0
g186470-d13801078,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', ""Oscar's Coffee Dock""]",Oscar's Coffee Dock - CLOSED,Unclaimed,3.0,"March 15, 2018","44 Donegall Place, Belfast BT1 5BB Northern Ireland",54.59807,-5.92979,,,2,0,0,,Cafe,,,,False,False,,,,,1,0,0.0,0.0,1.0,English (2),g186470-d13801078,closed,,Cafe,2,0,2,,https://www.facebook.com/OscarsCoffeeDock/,nan,,nan,0,facebook,unavailable,,,0
g186470-d13807596,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Jumon']",Jumon,Claimed,4.5,"October 15, 2023","Fountain Street Unit 6, McAuley House, Belfast BT1 5ED Northern Ireland",54.598763,-5.931579,#21 of 689 Restaurants in Belfast,#21 of 689 Restaurants in Belfast,304,1,0,,"Asian, Healthy","Breakfast, Lunch, Dinner, Brunch","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Table Service",True,True,45.0,45.0,45.0,,244,34,11.0,6.0,9.0,"Chinese (Sim.) (2), Dutch (4), English (293), Portuguese (1), Spanish (1), German (3)",g186470-d13807596,in rating,$$ - $$$,"Asian, Healthy, Vegetarian Friendly",293,11,293,Restaurants,http://www.jumon.co.uk,nan,,nan,0,non-facebook,online,,,0
g186470-d13810497,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Cafe at The Museum']",Cafe at The Museum,Unclaimed,4.5,"November 30, 2022","Schomberg House 368 Cregagh Road, Belfast BT6 9EY Northern Ireland",54.57145,-5.89393,#337 of 689 Restaurants in Belfast,#119 of 171 Irish in Belfast,11,0,0,₪24 - ₪48,"Irish, Cafe, British",Lunch,,"Seating, Table Service",False,True,,,,,8,3,0.0,0.0,0.0,English (11),g186470-d13810497,in rating,$$ - $$$,"Irish, Cafe, British",11,0,11,Restaurants,http://www.orangeheritage.co.uk/cafe-museum-brewing-business/,nan,,nan,0,non-facebook,online,,,0
g186470-d1382211,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Bengal Brasserie Ormeau Road']",Bengal Brasserie Ormeau Road,Claimed,4.0,"September 13, 2023","455 Ormeau Road, Belfast BT7 3GQ Northern Ireland",54.575356,-5.917139,#109 of 689 Restaurants in Belfast,#109 of 689 Restaurants in Belfast,500,0,0,₪87 - ₪217,"Indian, Asian, Balti, Bangladeshi","Lunch, Dinner, Drinks, Late Night","Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options","Delivery, Takeout, Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",True,True,45.0,40.0,40.0,40.0,309,94,31.0,25.0,41.0,"Italian (3), English (496), French (1)",g186470-d1382211,in rating,$$ - $$$,"Indian, Asian, Balti",496,4,496,Restaurants,http://bengalbrasseriebelfast.com/,nan,,nan,0,non-facebook,unavailable,,,0
g186470-d13832126,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Courtyard Cafe']",Courtyard Cafe - CLOSED,Unclaimed,3.5,"November 21, 2018","5d Weavers Court Linfield Industrial Estate Linfield Road Linfield Rd, Belfast BT12 5GH Northern Ireland",54.59377,-5.93745,,,2,0,0,,,,,,False,True,,,,,0,1,1.0,0.0,0.0,English (2),g186470-d13832126,closed,,,2,0,2,,,nan,,nan,0,no_website,no_website,,,0
g186470-d1383349,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Chez Mal Brasserie and Bar at Malmaison Belfast']",Chez Mal Brasserie and Bar at Malmaison Belfast,Claimed,4.0,"September 9, 2023","34-38 Victoria Street, Belfast BT1 3GH Northern Ireland",54.600094,-5.924196,#164 of 689 Restaurants in Belfast,#164 of 689 Restaurants in Belfast,417,0,0,₪58 - ₪193,"Bar, European, British, International, Contemporary","Breakfast, Lunch, Dinner, Brunch, Late Night, Drinks","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Private Dining, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Table Service",True,True,40.0,40.0,35.0,40.0,201,95,46.0,36.0,39.0,"Italian (1), Dutch (1), English (411), Japanese (1), Spanish (1), German (2)",g186470-d1383349,in rating,$$ - $$$,"Bar, International, European",411,6,411,Restaurants,http://www.malmaison.com/food-drink/brasserie/,nan,,nan,0,non-facebook,online,,,0
g186470-d13917205,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Kookies']",Kookies,Claimed,4.5,"January 20, 2020","442 Woodstock Road, Belfast BT6 9DR Northern Ireland",54.586224,-5.899581,#368 of 689 Restaurants in Belfast,#16 of 25 International in Belfast,13,0,0,,"Cafe, International, Contemporary, Healthy","Breakfast, Lunch, Dinner, Brunch",,"Seating, Takeout, Reservations, Outdoor Seating, Private Dining, Highchairs Available, Free Wifi, Table Service",True,True,,,,,12,0,0.0,0.0,1.0,English (13),g186470-d13917205,in rating,,"Cafe, International, Contemporary, Healthy",13,0,13,Restaurants,https://www.facebook.com/kookiesbelfast/,"August 19, 2020",,"Intro
Cosy restaurant located on Cregagh /Woodstock.
Stop in for a bite to eat or even just a chat.
Commun
Page · Restaurant
+44 28 9578 8069
Closing Soon
Outdoor seating
Price Range · $$
Rating · 4.8 (134 Reviews)",2020,facebook,online,4.8,134,667
g186470-d1393150,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Sonoma Bar & Grill']",Sonoma Bar & Grill,Claimed,4.0,"June 23, 2022","4 Lanyon Place, Belfast BT1 3LP Northern Ireland",54.59689,-5.919404,#269 of 689 Restaurants in Belfast,#146 of 272 British in Belfast,197,0,0,,"European, British","Breakfast, Lunch, Dinner, Late Night","Vegetarian Friendly, Gluten Free Options","Reservations, Seating, Highchairs Available, Serves Alcohol, Full Bar, Table Service, Parking Available, Wheelchair Accessible",False,True,40.0,40.0,35.0,35.0,71,55,39.0,15.0,17.0,"English (194), Portuguese (3)",g186470-d1393150,in rating,$$ - $$$,"European, British, Vegetarian Friendly",194,3,194,Restaurants,https://www.facebook.com/SonomaGrillBelfast/,"January 18, 2023",,"Intro
Elegantly furnished Belfast Bar & Grill with river views specialising in the best of local produce a
Page · Bar & Grill
4 Lanyon Place, Belfast, United Kingdom
+44 28 9027 7000
hilton.com
Open now
Price Range · $$$
Not yet rated (1 Review)",2023,facebook,online,,,368
g186470-d13947911,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Oh! Donuts']",Oh! Donuts,Claimed,4.5,"October 3, 2023","55 Upper Arthur Street, Belfast BT1 4GJ Northern Ireland",54.596905,-5.927778,#15 of 172 Quick Bites in Belfast,#15 of 172 Quick Bites in Belfast,56,0,0,₪10 - ₪58,Cafe,"Breakfast, Brunch",Vegetarian Friendly,"Takeout, Seating, Wheelchair Accessible, Free Wifi",True,False,45.0,45.0,45.0,,48,3,2.0,2.0,1.0,"Spanish (1), English (54), Japanese (1)",g186470-d13947911,in rating,$,"Bakeries, Cafe, Vegetarian Friendly",54,2,54,Quick Bites,http://www.ohdonuts.co.uk/,nan,,nan,0,non-facebook,online,,,0
g186470-d13949486,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Manning Inn']",Manning Inn,Unclaimed,4.0,"February 6, 2022","142 Lisburn Road, Belfast BT9 6AJ Northern Ireland",54.58293,-5.94528,#469 of 689 Restaurants in Belfast,#122 of 134 European in Belfast,8,0,0,,"Chinese, European",Dinner,,,True,True,,,,,4,1,2.0,0.0,1.0,English (8),g186470-d13949486,in rating,,"Chinese, European",8,0,8,Restaurants,,nan,,nan,0,no_website,no_website,,,0
g186470-d13965930,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Pizza Punks Belfast']",Pizza Punks Belfast,Claimed,4.5,"October 12, 2023","20-22 Waring Street, Belfast BT1 2ES Northern Ireland",54.601322,-5.926581,#50 of 689 Restaurants in Belfast,#50 of 689 Restaurants in Belfast,1571,1,0,₪29 - ₪97,Pizza,"Lunch, Dinner, Brunch","Vegetarian Friendly, Vegan Options, Gluten Free Options","Delivery, Takeout, Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Accepts Visa, Family style, Non-smoking restaurants, Gift Cards Available",True,True,45.0,45.0,45.0,45.0,"1,219",148,74.0,62.0,68.0,"English (1, 551), Italian (1), Portuguese (3), Spanish (7), German (3), French (6)",g186470-d13965930,in rating,$$ - $$$,"Pizza, Vegetarian Friendly, Vegan Options",1,20,1,Restaurants,http://pizzapunks.co.uk/pizza-punks-belfast/,nan,,nan,0,non-facebook,online,,,0
g186470-d13979439,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Rain Check Belfast']",Rain Check Belfast,Claimed,4.0,"October 28, 2021","Queens Road ARC Retail Units, Belfast BT3 9FP Northern Ireland",54.604443,-5.912778,#186 of 689 Restaurants in Belfast,#186 of 689 Restaurants in Belfast,152,0,0,,"Cafe, European, British","Breakfast, Lunch, Dinner, Brunch","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Reservations, Seating, Highchairs Available, Serves Alcohol, Accepts Credit Cards, Table Service, Outdoor Seating, Wheelchair Accessible",True,True,40.0,40.0,40.0,,88,31,12.0,7.0,14.0,"Chinese (Trad.) (1), Italian (1), Danish (1), French (3), English (146)",g186470-d13979439,in rating,$$ - $$$,"Cafe, European, British",146,6,146,Restaurants,https://www.facebook.com/raincheckbelfast/,nan,,nan,0,facebook,unavailable,,,0
g186470-d14007332,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Piece of Cake Bakery']",Piece of Cake Bakery,Unclaimed,3.5,"July 27, 2019","12 East Bridge Street St George's Market, Belfast BT1 3NQ Northern Ireland",54.5954,-5.91651,#12 of 13 Bakeries in Belfast,#12 of 13 Bakeries in Belfast,3,0,0,,"French, Cafe, European, Croatian",,,,False,True,,,,,2,0,0.0,0.0,1.0,English (3),g186470-d14007332,in rating,,"Bakeries, French, Cafe, European",3,0,3,Bakeries,https://www.facebook.com/pieceofcakebakerybelfast/,"April 14, 2020",,"Intro
Fresh Continental Breads And Pastries Made Using The Finest Ingredients, No Additives Or Preservativ
Page · Bakery
12 E Bridge St, St George's Market, Belfast, United Kingdom
some@email.com
twitter.com/pieceofcakebelf
Always open
Price Range · $$
Rating · 5.0 (16 Reviews)",2020,facebook,online,5.0,16,846
