id,country_region,rest_name,is_claimed,rating,last_review,address,latitude,longitude,popularity_top,popularity_detailed,n_reviews,travellers_choice,michelin,price_range,cuisines,meal_types,special_diets,features,working_hours,telephone,food_rating,service_rating,value_rating,atmosphere_rating,traveller_rating_5,traveller_rating_4,traveller_rating_3,traveller_rating_2,traveller_rating_1,all_languages,id_destination,status,price_category,top_tags,English,non-English,local,type,website,last_update,facebook_text,description,fb_last_update_year,website_type,website_status,fb_rating,fb_reviews,fb_followers,rand,Open-closed,Comment
g186470-d8342463,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Eglantine bar']",Eglantine bar,Claimed,4,"August 22, 2019","32 Malone Road, Belfast BT9 5BQ Northern Ireland",54.58083,-5.938167,#357 of 689 Restaurants in Belfast,#357 of 689 Restaurants in Belfast,35,0,0,,"Bar, Pub","Lunch, Dinner",,"Seating, Serves Alcohol",True,True,35,35,35,,16,9,6,3,1,"Italian (1), English (31), French (1), German (2)",g186470-d8342463,in rating,$$ - $$$,"Bar, Pub",31,4,31,Restaurants,http://eglantinebar.com,,,,0,non-facebook,unavailable,,,0,0.873722943477333,,
g644064-d3482888,"['Europe', 'Bulgaria', 'Burgas Province', 'Obzor', 'Obzor Restaurants', 'Bedrock Cafe']",Bedrock Cafe,Unclaimed,4,"February 12, 2020","Au Centre Ville sur le Square, Obzor 8250 Bulgaria",42.81929,27.88145,#4 of 29 Restaurants in Obzor,#1 of 4 Pub in Obzor,224,0,,,"Cafe, Pub",Drinks,,"Outdoor Seating, Seating, Serves Alcohol, Full Bar, Table Service",False,False,35,35,40,40,91,71,33,13,16,"French (2), Russian (12), Norwegian (4), Czech (1), Hebrew (1), Polish (17), Dutch (4), German (11), English (167), Turkish (1), Danish (4)",g644064-d3482888,in rating,$$ - $$$,"Cafe, Pub",167,57,0,Restaurants,,,,,0,no_website,no_website,,,0,0.491117620375007,,
g799601-d4134319,"['Europe', 'Slovakia', 'Trencin Region', 'Puchov', 'Puchov Restaurants', 'Salas Nimnica']",Salas Nimnica,Claimed,4,"August 6, 2020","Zina haladova, Puchov 020 71 Slovakia",49.151215,18.35577,#3 of 13 Restaurants in Puchov,#2 of 5 European in Puchov,30,0,,,European,"Lunch, Breakfast, Drinks, Dinner",,"Takeout, Outdoor Seating, Buffet, Seating, Parking Available, Validated Parking, Free off-street parking, Television, Highchairs Available, Serves Alcohol, Full Bar, Wine and Beer, Cash Only, Free Wifi, Reservations",True,True,40,35,35,,15,7,5,1,2,"Russian (2), English (4), German (1), Slovak (20), Italian (1), Czech (2)",g799601-d4134319,in rating,$$ - $$$,European,4,26,20,Restaurants,http://www.salasnimnica.sk,,,,0,non-facebook,unavailable,,,0,0.337224946822971,,
g1076215-d4558659,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Fermanagh', 'Irvinestown', 'Irvinestown Restaurants', 'Woodhill Hunting Lodge']",Woodhill Hunting Lodge,Claimed,4.5,"October 5, 2021","31 Enniskillen Road Enniskillen Road, BT94 1QA, Irvinestown, County Fermanagh, Northern Ireland, Irvinestown BT94 1QA Northern Ireland",54.449387,-7.630651,#2 of 5 Restaurants in Irvinestown,#2 of 3 British in Irvinestown,95,0,0,,British,"Dinner, Lunch","Vegetarian Friendly, Gluten Free Options","Takeout, Reservations, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Table Service",True,True,45,45,45,45,67,15,7,2,4,English (95),g1076215-d4558659,in rating,$$ - $$$,"British, Vegetarian Friendly, Gluten Free Options",95,0,95,Restaurants,http://thewoodhill.uk,,,,0,non-facebook,unavailable,,,0,0.704777200007811,,
g209943-d12599917,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Tyrone', 'Cookstown', 'Cookstown Restaurants', 'District 80']",District 80,Claimed,4.5,"December 1, 2021","4 Oldtown Street, Cookstown BT80 8EF Northern Ireland",54.648808,-6.745998,#1 of 27 Restaurants in Cookstown,#1 of 8 Irish in Cookstown,103,0,0,,"European, Irish, British","Lunch, Dinner","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Seating, Highchairs Available, Wheelchair Accessible, Full Bar, Table Service, Serves Alcohol",True,True,50,50,50,,79,16,6,0,2,"English (102), German (1)",g209943-d12599917,in rating,$$ - $$$,"Irish, European, British",102,1,102,Restaurants,http://www.district80.co.uk/menus.html,,,,0,non-facebook,unavailable,,,0,0.865782787557691,,
g295392-d5040834,"['Europe', 'Bulgaria', 'Varna Province', 'Varna', 'Varna Restaurants', 'Pizzicato']",Pizzicato,Claimed,4,"July 29, 2019","Ul. Bratya Miladinovi 55, Varna 9000 Bulgaria",43.21144,27.91416,#77 of 294 Restaurants in Varna,#9 of 37 Pizza in Varna,31,0,,,"Italian, Pizza, Mediterranean","Dinner, Lunch",Vegetarian Friendly,"Takeout, Reservations, Seating, Serves Alcohol, Delivery, Table Service",True,True,40,35,40,40,13,12,4,1,1,"Spanish (1), Italian (2), Russian (7), English (20), Norwegian (2)",g295392-d5040834,in rating,$$ - $$$,"Italian, Pizza, Mediterranean",20,12,0,Restaurants,http://www.pizzicato-varna.com,,,,0,non-facebook,unavailable,,,0,0.188756446819752,,
g186470-d2692049,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Loteria']",Loteria,Claimed,4,"August 19, 2017","92 Stranmillis Road BT9 5AE, Belfast BT9 5AE Northern Ireland",54.578636,-5.934128,#179 of 689 Restaurants in Belfast,#2 of 3 Spanish in Belfast,381,0,0,?19 - ?111,"Latin, South American, Spanish, Healthy","Lunch, Dinner, Brunch, Breakfast, Late Night",,"Takeout, Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Free Wifi",True,True,40,40,40,40,181,94,49,31,26,"Italian (1), English (379), French (1)",g186470-d2692049,in rating,$$ - $$$,"Latin, Spanish, Healthy",379,2,379,Restaurants,http://www.loteriabelfast.com,,,,0,non-facebook,unavailable,,,0,0.787436533952132,,
g274945-d8118480,"['Europe', 'Slovakia', 'Trencin Region', 'Trencin', 'Trencin Restaurants', 'Oila Remeselna Zmrzlina']",Oilá Remeselná Zmrzlina,Claimed,4.5,"August 24, 2020","Palackého 29, Trencin 911 01 Slovakia",48.896084,18.042595,#1 of 4 Desserts in Trencin,#1 of 4 Dessert in Trencin,36,0,,,"Cafe, European","Breakfast, Lunch, Dinner, Brunch, Drinks",,"Takeout, Reservations, Outdoor Seating, Seating, Parking Available, Street Parking, Valet Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer",True,True,50,50,50,,29,4,2,1,0,"English (10), German (1), Czech (1), Spanish (1), Slovak (23)",g274945-d8118480,in rating,$$ - $$$,"Dessert, Cafe, European",10,26,23,Desserts,http://www.oilazmrzlina.sk,,,,0,non-facebook,unavailable,,,0,0.803047878900543,,
g736883-d4070180,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Warrenpoint', 'Warrenpoint Restaurants', 'Fulla Beans Coffee & Food Bar']",Fulla Beans Coffee & Food Bar,Claimed,5,"May 12, 2021","1 Church Street, Warrenpoint BT34 3HN Northern Ireland",54.101273,-6.254194,#2 of 13 Restaurants in Warrenpoint,#1 of 1 International in Warrenpoint,107,0,0,?10 - ?34,"Irish, Cafe, International, Contemporary","Breakfast, Lunch, Dinner, Brunch","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Free Wifi, Table Service, Gift Cards Available",True,True,50,45,45,45,89,14,2,1,1,English (107),g736883-d4070180,in rating,$$ - $$$,"Irish, Cafe, International",107,0,107,Restaurants,https://www.facebook.com/Fulla-Beans-270321723021355/,,,,0,facebook,unavailable,,,0,0.570141213713214,,
g209943-d5481434,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Tyrone', 'Cookstown', 'Cookstown Restaurants', ""Lucy's Loft""]",Lucy's Loft,Claimed,5,"August 18, 2019","73 Church Street, Cookstown BT80 8HT Northern Ireland",54.63804,-6.745,#4 of 27 Restaurants in Cookstown,#1 of 1 Soups in Cookstown,40,0,0,,"Cafe, British, Soups","Breakfast, Lunch, Dinner","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Seating, Highchairs Available, Wheelchair Accessible, Table Service",True,True,50,50,50,50,35,2,3,0,0,English (40),g209943-d5481434,in rating,$$ - $$$,"Cafe, British, Soups",40,0,40,Restaurants,,,,,0,no_website,no_website,,,0,0.345340369967744,,
g274927-d3195444,"['Europe', 'Slovakia', 'Kosice Region', 'Kosice', 'Kosice Restaurants', 'Urban Cafe']",Urban Cafe,Unclaimed,4.5,"August 22, 2021","Vratna 4, Kosice Slovakia",48.7185,21.258,#3 of 13 Desserts in Kosice,#3 of 13 Dessert in Kosice,34,0,,,"Cafe, Belgian",,,Table Service,True,False,45,45,45,40,20,9,3,2,0,"Russian (2), Dutch (1), Slovak (8), Serbian (1), Polish (3), Italian (1), English (17), Hungarian (1)",g274927-d3195444,in rating,$$ - $$$,"Dessert, Belgian, Cafe",17,17,8,Desserts,,,,,0,no_website,no_website,,,0,0.420504732755944,,
g499086-d8367193,"['Europe', 'Bulgaria', 'Burgas Province', 'Sunny Beach', 'Sunny Beach Restaurants', 'Bahami Residence']",Bahami Residence,Unclaimed,4,"August 9, 2019","Str. Chaika 84 Bahami Residence Hotel, Sunny Beach 8240 Bulgaria",42.6997,27.71019,#82 of 180 Restaurants in Sunny Beach,#82 of 180 Restaurants in Sunny Beach,37,0,,,"Bar, Central European, Italian, Mexican, Indian, Seafood, International, Pub","Breakfast, Lunch, Dinner",,"Seating, Reservations, Outdoor Seating, Serves Alcohol, Table Service",False,True,35,35,35,,20,8,2,2,5,"Norwegian (1), Slovak (1), Italian (1), Russian (6), English (28)",g499086-d8367193,in rating,$$ - $$$,"Italian, Mexican, Indian",28,9,0,Restaurants,http://www.facebook.com/pages/Bar-Dinner-Bahami-Residence/371625339715122,,,,0,facebook,unavailable,,,0,0.722434046212584,,
g189934-d8278084,"['Europe', 'Finland', 'Uusimaa', 'Helsinki', 'Helsinki Restaurants', 'Le Marche']",Le Marché,Claimed,4.5,"November 1, 2019","Pohjoisesplanadi 33 Kamp Garden second floor, Helsinki 00100 Finland",60.16809,24.946068,"#313 of 1,407 Restaurants in Helsinki","#313 of 1,407 Restaurants in Helsinki",30,0,0,,,"Lunch, Dinner, Brunch","Vegetarian Friendly, Vegan Options","Takeout, Serves Alcohol, Accepts Credit Cards, Table Service",True,True,45,45,40,,15,12,1,2,0,"Finnish (7), Russian (2), Chinese (Trad.) (1), English (16), Japanese (2), French (1), Italian (1)",g189934-d8278084,in rating,$$ - $$$,"Vegetarian Friendly, Vegan Options",16,14,7,Restaurants,http://www.lemarche.fi,,,,0,non-facebook,unavailable,,,0,0.744393091648817,,
g186470-d4261858,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Kelstar Hot Food Bar']",Kelstar Hot Food Bar,Claimed,4,"December 19, 2019","133A Andersonstown Road, Belfast BT11 9BU Northern Ireland",54.57382,-5.98802,#343 of 689 Restaurants in Belfast,#343 of 689 Restaurants in Belfast,59,0,0,,"Pizza, Fast Food","Brunch, Breakfast, Lunch, Dinner",,"Delivery, Takeout, Highchairs Available, Wheelchair Accessible, Seating",False,True,45,40,40,40,31,13,6,4,5,English (59),g186470-d4261858,in rating,$,"Pizza, Fast Food",59,0,59,Restaurants,,,,,0,no_website,no_website,,,0,0.877391227986664,,
g776232-d9461011,"['Europe', 'Finland', 'Uusimaa', 'Lohja', 'Lohja Restaurants', 'Ravintola Ismet Perttila']",Ravintola Ismet Perttila,Unclaimed,4,"May 28, 2021","Sauvonrinne 15, Lohja 08500 Finland",60.280743,24.161077,#4 of 33 Restaurants in Lohja,#1 of 3 Turkish in Lohja,43,0,0,,"Pizza, Turkish","Lunch, Dinner",,"Reservations, Seating, Wheelchair Accessible, Table Service",False,True,40,40,35,,12,23,7,1,0,"English (11), Swedish (1), Finnish (31)",g776232-d9461011,in rating,$$ - $$$,"Pizza, Turkish",11,32,31,Restaurants,http://ismet.fi/wordpress/,,,,0,non-facebook,unavailable,,,0,0.570877748774365,,
g189951-d1124432,"['Europe', 'Finland', 'Ostrobothnia', 'Vaasa', 'Vaasa Restaurants', 'Pikku Quattro']",Pikku Quattro,Unclaimed,3.5,"December 1, 2020","Pitkäkatu 44, Vaasa Finland",63.094635,21.620201,#27 of 77 Restaurants in Vaasa,#19 of 38 European in Vaasa,55,0,0,?20 - ?41,"Pizza, Fast Food, European","Lunch, Dinner",Vegetarian Friendly,"Takeout, Table Service, Seating",True,True,35,30,40,35,11,28,9,3,4,"Swedish (4), English (36), Finnish (13), Spanish (2)",g189951-d1124432,in rating,$,"Pizza, Fast Food, European",36,19,13,Restaurants,http://www.pikkuquattro.mobi,,,,0,non-facebook,unavailable,,,0,0.269142250297591,,
g294452-d11622092,"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Laila']",Laila,Unclaimed,3.5,"January 15, 2020","91A alexaknder Malinov Blvd, Sofia 1712 Bulgaria",42.631073,23.373844,"#473 of 1,226 Restaurants in Sofia",#82 of 117 Central European in Sofia,35,0,,,"European, Central European","Lunch, Dinner",,"Reservations, Serves Alcohol, Table Service, Seating",True,True,35,35,35,,13,10,5,3,4,"Greek (1), English (34)",g294452-d11622092,in rating,$$ - $$$,"European, Central European",34,1,0,Restaurants,http://www.laila-bg.com/,,,,0,non-facebook,unavailable,,,0,0.49507394223474,,
g189934-d2643268,"['Europe', 'Finland', 'Uusimaa', 'Helsinki', 'Helsinki Restaurants', 'Suola & Pippuri']",Suola & Pippuri,Unclaimed,3.5,"July 10, 2021","Bulevardi 2 2. Krs Liiketila 253, Helsinki Finland",60.1662,24.942913,"#594 of 1,407 Restaurants in Helsinki",#196 of 280 Scandinavian in Helsinki,34,0,0,?4 - ?14,"Scandinavian, European, Contemporary","Lunch, Dinner",,"Wheelchair Accessible, Seating, Table Service",False,True,40,40,40,,8,15,6,2,3,"Finnish (19), Russian (2), English (13)",g189934-d2643268,in rating,$$ - $$$,"European, Contemporary, Scandinavian",13,21,19,Restaurants,http://suolajapippuri.fi/,,,,0,non-facebook,unavailable,,,0,0.00602963357232511,,
g295392-d4888575,"['Europe', 'Bulgaria', 'Varna Province', 'Varna', 'Varna Restaurants', 'Grand Italia Pizza & Pasta)']",Grand Italia Pizza & Pasta),Unclaimed,3.5,"October 7, 2019","Mihail Koloni St. 20, Varna 9000 Bulgaria",43.202763,27.920748,#130 of 294 Restaurants in Varna,#130 of 294 Restaurants in Varna,59,0,,,"Italian, Pizza, European","Lunch, Dinner",Vegetarian Friendly,"Takeout, Reservations, Seating, Serves Alcohol, Table Service, Delivery, Outdoor Seating",False,True,35,40,35,,16,17,10,8,8,"Polish (1), Japanese (1), Spanish (1), German (1), Italian (3), Portuguese (2), French (5), Russian (18), English (26), Turkish (1)",g295392-d4888575,in rating,$$ - $$$,"Italian, Pizza, European",26,33,0,Restaurants,http://www.pastariagranditalia.com,,,,0,non-facebook,unavailable,,,0,0.545444232644513,,
g274924-d3160573,"['Europe', 'Slovakia', 'Bratislava Region', 'Bratislava', 'Bratislava Restaurants', 'Green Tree Cafe']",Green Tree Cafe,Unclaimed,4,"April 20, 2019","Obchodna 555/29, Bratislava 811 06 Slovakia",48.14763,17.11057,#23 of 104 Coffee & Tea in Bratislava,#23 of 104 Coffee & Tea in Bratislava,71,0,,,"Cafe, European","Breakfast, Lunch",,"Seating, Takeout",False,True,40,40,40,45,31,27,11,1,1,"Portuguese (1), Russian (2), French (4), Spanish (3), Slovak (2), Italian (14), German (2), English (43)",g274924-d3160573,in rating,$$ - $$$,"Cafe, European",43,28,2,Coffee & Tea,http://www.greentreecaffe.com/index.php,,,,0,non-facebook,unavailable,,,0,0.247512757778168,,
g2165813-d10179151,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Crumlin', 'Crumlin Restaurants', 'Boyles Bar, Crumlin']","Boyles Bar, Crumlin",Unclaimed,3.5,"December 16, 2019","47 Main Street, Crumlin BT29 4UR Northern Ireland",54.6207,-6.21642,#5 of 12 Restaurants in Crumlin,#5 of 12 Restaurants in Crumlin,32,0,0,,"Bar, British, Pub","Lunch, Dinner",Vegetarian Friendly,"Reservations, Seating, Highchairs Available, Table Service, Wheelchair Accessible, Serves Alcohol",False,False,35,45,35,,18,4,0,3,7,English (32),g2165813-d10179151,in rating,$$ - $$$,"Bar, British, Pub",32,0,32,Restaurants,https://www.facebook.com/Boyles-Bar-Crumlin-700907486590935/timeline,,,,0,facebook,unavailable,,,0,0.130175302503631,,
g209953-d752867,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newtownards', 'Newtownards Restaurants', 'Piccolo Pizzeria']",Piccolo Pizzeria,Unclaimed,3.5,"June 23, 2021","28 South Street, Newtownards BT23 4JT Northern Ireland",54.59174,-5.69656,#47 of 52 Restaurants in Newtownards,#5 of 5 Pizza in Newtownards,31,0,0,,"Pizza, Fast Food",Dinner,,"Delivery, Takeout",False,True,40,40,45,40,13,8,2,0,8,English (31),g209953-d752867,in rating,$,"Pizza, Fast Food",31,0,31,Restaurants,https://piccolopizzeria-newtownards.co.uk/?utm_source=GMBwebsite&utm_medium=organic&utm_campaign=Google%20My%20Business,,,,0,non-facebook,unavailable,,,0,0.113802183419466,,
g189934-d1028247,"['Europe', 'Finland', 'Uusimaa', 'Helsinki', 'Helsinki Restaurants', 'Sevilla']",Sevilla,Unclaimed,3,"October 18, 2019","Maistraatinportti 3, Helsinki 00240 Finland",60.199093,24.925365,"#1,174 of 1,407 Restaurants in Helsinki","#1,174 of 1,407 Restaurants in Helsinki",52,0,0,?125 - ?157,"European, Spanish","Lunch, Dinner",,"Reservations, Seating, Serves Alcohol, Table Service",False,True,35,30,30,30,4,19,14,9,6,"Norwegian (1), Russian (5), Spanish (2), Swedish (2), French (1), German (1), Finnish (19), Danish (1), Italian (1), English (19)",g189934-d1028247,in rating,$$ - $$$,"European, Spanish",19,33,19,Restaurants,http://www.raflaamo.fi/fi/helsinki/sevilla,,,,0,non-facebook,unavailable,,,0,0.0526214649435133,,
g295391-d8603660,"['Europe', 'Bulgaria', 'Plovdiv Province', 'Plovdiv', 'Plovdiv Restaurants', 'Piacere']",Piacere,Unclaimed,3.5,"May 2, 2021","Ulica Otetc Paisij 4, Plovdiv 4000 Bulgaria",42.147526,24.74857,#163 of 310 Restaurants in Plovdiv,#19 of 26 Pizza in Plovdiv,37,0,,,"European, Italian, Pizza","Lunch, Dinner",Vegetarian Friendly,"Outdoor Seating, Seating, Takeout, Reservations, Table Service",False,True,40,40,40,,12,10,6,4,5,"French (1), Greek (1), Spanish (2), Danish (1), Dutch (1), English (31)",g295391-d8603660,in rating,$$ - $$$,"Italian, Pizza, European",31,6,0,Restaurants,http://www.piacere.bg/,,,,0,non-facebook,unavailable,,,0,0.700516029726714,,
g303648-d10597795,"['Europe', 'Bulgaria', 'Burgas Province', 'Nessebar', 'Nessebar Restaurants', 'Dono Restaurant']",Dono Restaurant,Claimed,4.5,"September 1, 2021","Mesambriya Square Nessebar Old Town, Nessebar 8230 Bulgaria",42.658314,27.733158,#36 of 144 Restaurants in Nessebar,#32 of 73 European in Nessebar,100,0,,?13 - ?64,"Seafood, International, Mediterranean, Barbecue, Eastern European, Central European, European","Breakfast, Lunch, Dinner, Brunch","Vegetarian Friendly, Vegan Options","Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Free Wifi, Table Service, Highchairs Available, Full Bar, Live Music",True,True,45,40,45,,66,17,8,4,5,"Polish (2), Italian (4), Swedish (1), German (2), Russian (7), French (3), English (76), Greek (1), Dutch (4)",g303648-d10597795,in rating,$$ - $$$,"Seafood, International, Mediterranean",76,24,0,Restaurants,http://www.facebook.com/restaurant.dono/,"February 15, 2020",,"Intro
Boutique restaurant-garden in the heart of Old Nessebar
Page · Local business
Nessebar, Bulgaria
+359 89 451 2474
facebook.com/restaurant.dono
Price Range · $$
Rating · 4.6 (145 Reviews)",2020,facebook,online,4.6,145,1000,0.975072007393464,,
g274924-d10280837,"['Europe', 'Slovakia', 'Bratislava Region', 'Bratislava', 'Bratislava Restaurants', 'Kaffco']",Kaffco,Unclaimed,4.5,"May 8, 2018","Venturska 9, Bratislava 81101 Slovakia",48.142956,17.106459,#21 of 55 Desserts in Bratislava,#21 of 55 Dessert in Bratislava,34,0,,,Cafe,"Breakfast, Brunch",Vegetarian Friendly,"Seating, Takeout, Reservations, Table Service",False,True,40,45,45,,22,7,5,0,0,"French (1), Polish (1), Italian (5), Slovak (4), Korean (1), Czech (2), English (17), German (3)",g274924-d10280837,in rating,$$ - $$$,"Dessert, Cafe, Vegetarian Friendly",17,17,4,Desserts,http://www.facebook.com/Kaff%C4%8Do-178060215888142/,,,,0,facebook,unavailable,,,0,0.644682075129822,,
g189934-d929467,"['Europe', 'Finland', 'Uusimaa', 'Helsinki', 'Helsinki Restaurants', 'Memphis']",Memphis,Unclaimed,3,"October 5, 2019","Yliopistonkatu, Helsinki Finland",60.16983,24.94732,"#1,188 of 1,407 Restaurants in Helsinki",#22 of 25 Barbecue in Helsinki,89,0,0,,"American, Bar, Barbecue","Lunch, Dinner",Vegetarian Friendly,"Seating, Serves Alcohol, Reservations, Highchairs Available, Wheelchair Accessible, Table Service",True,False,35,40,30,35,9,31,23,12,14,"French (4), Russian (6), Japanese (1), English (54), Greek (1), Finnish (10), Spanish (2), German (2), Swedish (2), Polish (1), Italian (6)",g189934-d929467,in rating,$$ - $$$,"American, Bar, Barbecue",54,35,10,Restaurants,http://www.raflaamo.fi/fi/helsinki/memphis-hesari,,,,0,non-facebook,unavailable,,,0,0.625705381156877,,
